Folio,Latitud,Longitud,Municipio,Entidad,Seccion,Circun,Region,Tipo,IndigAfro,Sexo,Edad,Grupo,Joven,Mayor,Creden,P1a,P1b,P1c,P1d,P1e,P1f,P1g,P1h,P1i,P1j,P1k,P2a,P2b,P2c,P2d,P2e,P2f,P2g,P3a_1,P3a_2,P3a_3,P3a_4,P3a_5,P3a_6,P3b_1,P3b_2,P3b_3,P3b_4,P3b_5,P3b_6,P3c_1,P3c_2,P3c_3,P3c_4,P3c_5,P3c_6,P3d_1,P3d_2,P3d_3,P3d_4,P3d_5,P3d_6,P3e_1,P3e_2,P3e_3,P3e_4,P3e_5,P3e_6,P3f_1,P3f_2,P3f_3,P3f_4,P3f_5,P3f_6,P4a_1,P4a_2,P4a_3,P4a_4,P4a_5,P4a_6,P4a_7,P4b_1,P4b_2,P4b_3,P4b_4,P4b_5,P4b_6,P4b_7,P4c_1,P4c_2,P4c_3,P4c_4,P4c_5,P4c_6,P4c_7,P4d_1,P4d_2,P4d_3,P4d_4,P4d_5,P4d_6,P4d_7,P4e_1,P4e_2,P4e_3,P4e_4,P4e_5,P4e_6,P4e_7,P4f_1,P4f_2,P4f_3,P4f_4,P4f_5,P4f_6,P4f_7,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P6a,P6b,P6c,P6d,P6e,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_13,P7_14,P7_15,P7_16,P7_17,P7_18,P8_1,P8_2,P8_3,P9a,P9b,P9c,P9d,P9e,P9f,P9g,P9h,P9i,P9j,P9k,P9l,P9m,P9n,P9o,P10a,P10b,P10c,P10d,P10e,P10f,P10g,P10h,P10i,P10j,P10k,P10l,P10m,P11,P12,P12_1,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_3_6,P12_3_7,P12_3_8,P12_3_9,P12_4,P13,P13_1_1,P13_1_2,P13_1_3,P13_1_4,P13_1_5,P13_1_6,P13_1_7,P13_1_8,P13_1_9,P14,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1a,P17_1b,P17_1c,P17_1d,P17_1e,P18a,P18b,P18c,P18d,P18e,P18f,P18g,P18h,P18i,P18j,P19a,P19b,P19c,P19d,P19e,P20,P21_1,P21_2,P21_3,P21_4,P21_5,P21_6,P21_7,P21_8,P22_1,P22_2,P22_3,P22_4,P22_5,P22_6,P22_7,P23a,P23b,P23c,P23d,P23e,P23f,P23_1a,P23_1b,P23_1c,P23_1d,P23_1e,P23_1f,P24_1,P24_2a,P24_2b,P24_2c,P24_2d,P24_2e,P24_2f,P24_2g,P24_2h,P24_2i,P24_2j,P25_1,P25_1a,P25_1b,P25_1c,P25_1d,P25_1e,P25_1f,P25_1g,P25_1h,P25_1i,P25_1j,P26_1,P26_2a,P26_2b,P26_2c,P26_2d,P26_2e,P26_2f,P26_2g,P26_2h,P26_2i,P26_2j,P27_1,P27_2a,P27_2b,P27_2c,P27_2d,P27_2e,P27_2f,P27_2g,P27_2h,P27_2i,P27_2j,P28a,P28b,P28c,P28d,P28e,P28f,P28g,P28h,P28i,P29,P29_1,P30,P31,P32,P33,P34a,P34b,P34c,P34d,P34e,Amai1,Amai2,Amai3,Amai4,Amai5,Amai6,Puntos,Nivel,Fecha,Inicio,Termino,Pond,Fexpm
600,19.27620316,-99.47399139,63,15,3845,5,5,2,2,1,29,2,1,2,1,2,3,3,4,2,3,3,2,2,2,3,3,3,3,3,3,3,3,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,98,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,98,2,3,3,5,5,5,2,3,3,4,3,3,2,4,3,1,2,6, , , , , , , , , , , , , , , ,1,2, ,4,3,3,4,3,4,3,2,3,4,4,2,4,4,3,3,2,2,3,2,2,3,2,2,2,3,3,3,4,1,4,1,1,3,2, , , , , , , ,1, , , , , , , , , ,1,1,1,2,7,5,10, , , ,2,4,4,4,3,4,4,3,4,3,4,4,3,3,4,4,1,1,1,2,2,1,1,4, , , , , , ,1,2,5, , , , ,4,3,4,3,4,4,3,3,4,4,4,4,1,3,3,3,3,1,4,4,3,4,4,1,4,4,3,3,2,3,3,3,3,2,1,4,3,4,2,1,4,4,4,4,3,1,3,3,4,3,1,4,4,3,3,3,4,3,3,2,3,3,3,3,3,1, ,4,4,4,2,2,99,2,2,2,16,0,0,0,31,18,65,6,9/13/2024,14:39:00,15:04:00,.940652120990915,77092.67
601,19.69440079,-98.97736359,82,15,4212,5,5,1,2,2,39,2,2,2,1,3,3,2,2,3,2,3,3,2,4,3,2,4,3,4,3,4,3,98,2,98,98,2,1,2,2,2,98,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,98,2,2,2,1,2,99,2,2,2,98,2,2,2,2,2,2,2,2,2,98,2,2,98,2,2,98,2,2,2,98,2,2,2,2,98,2,2,2,2,1,2,2,1,2,2,2,2,2,2,99,2,2,2,0,0,0,0,0,0,0,0,2,3,3,3,1,1, , , , , , , , , , , , , , , , , ,2,4,1,3,2,2,2,3,2,2,2,4,2,2,2,4,3,2,2,3,4,3,1,1,3,3,2,3,2,3,2,3,2, , , , , , , , , , , ,2,1, , , , , , , , , ,2,98, , , , , , , , ,2,2,3,3,2,2,3,2,1,2,3,3,3,2,3,3,2,98,1,1,1,1,2,1, , , , , , ,1,2, , , , , ,3,3,3,4,4,3,3,3,4,2,4,3,1,1,2,3,1,1,2,2,3,2,4,1,3,2,3,2,2,2,3,2,3,2,1,4,4,3,3,3,3,3,4,3,4,1,4,3,3,3,4,3,4,3,3,4,3,3,4,4,2,4,3,3,3,2,2,2,2,8,4,2,99,2,2,2,16,24,22,32,31,23,148,3,9/14/2024,9:20:00,9:43:00,.861777523439148,70628.3744493392
602,19.69460869,-98.97734833,82,15,4212,5,5,1,2,1,20,1,1,2,1,3,3,3,3,2,3,4,3,3,3,4,3,4,4,4,3,4,3,1,2,2,2,2,2,1,2,2,98,98,2,1,2,2,98,2,98,1,98,2,98,1,2,2,2,2,2,1,1,1,2,2,2,2,2,98,2,98,2,2,2,2,98,2,1,2,2,2,98,2,98,1,2,2,2,2,2,2,2,2,2,2,98,2,1,1,2,99,2,2,2,2,1,2,2,2,2,2,0,0,0,2,0,0,0,0,3,4,3,4,3,1,2, , , , , , , , , , , , , , , , ,1, , ,2,3,3,2,3,3,4,3,2,3,3,3,4,2,4,3,2,4,2,3,2,4,2,3,2,4,3,3,4,2, , , , , , , , , , , ,6,1, , , , , , , , , ,1,1,1,2, , , , , , ,2,3,3,4,4,4,3,3,3,3,3,4,4,4,3,4,2,2,1,2,1,2, , , , , , , , , , , , , , , ,4,3,3,2,4,4,3,3,4,4,2,4,1,4,3,2,3,3,3,4,3,3,4,1,3,3,3,2,3,4,4,4,3,3,1,3,3,3,3,4,3,3,4,4,3,98,1,3,2,2,1,4,2,3,1,2,1,2,3,2,2,2,1,2,2,2,8,1,0,6,1,2,2,2,2,2,24,47,22,32,31,59,215,1,9/14/2024,9:51:00,10:17:00,1.33794845448975,109653.735294118
603,19.69426727,-98.97711182,82,15,4212,5,5,1,2,2,41,3,2,2,1,4,2,3,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3,1,1,2,98,2,2,2,2,1,98,2,98,1,1,2,2,98,2,2,2,2,2,2,2,2,2,2,2,2,98,1,2,2,98,98,98,2,2,1,98,2,2,2,2,2,2,2,1,2,2,2,2,2,2,98,2,2,2,2,1,2,2,2,98,2,2,2,2,2,2,2,2,2,2,2,2,2,98,3,0,1,0,1,1,0,0,0,3,2,2,2,3,2,1, , , , , , , , , , , , , , , , ,1,3, ,3,3,3,4,4,3,3,2,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,3,4,3,4,3,98, , , , , , , , , , , , ,2,99, , , , , , , , ,1,2, , , , , , , , ,2,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,1,2,1,1,1,2, , , , , , , , , , , , , , , ,3,4,4,3,4,2,4,3,3,4,4,3,1,2,2,3,4,4,2,3,3,4,3,1,4,3,3,3,4,2,3,4,3,3,1,4,2,3,4,2,3,3,3,2,2,1,3,3,3,3,3,4,4,3,3,2,3,4,3,3,3,3,3,3,3,1, ,3,2,8,4,2,2,99,2,2,24,47,22,32,31,59,215,1,9/14/2024,10:28:00,10:50:00,.780064184364093,63931.4252336449
604,19.69423676,-98.97727966,82,15,4212,5,5,1,2,2,19,1,1,2,1,2,4,2,2,2,3,3,2,3,2,3,3,4,3,3,3,3,2,1,98,1,2,98,2,2,2,2,98,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,98,98,2,2,1,2,2,2,98,2,98,2,2,2,2,2,2,1,2,2,2,2,98,2,2,2,2,2,2,2,2,2,2,2,2,2,98,98,2,2,2,2,2,98,2,0,0,0,0,0,0,0,0,2,4,2,2,3,1,2, , , , , , , , , , , , , , , , ,2,3, ,4,2,2,2,2,2,2,4,2,2,2,2,1,3,2,2,4,3,3,4,4,4,3,3,3,3,3,4,3,1,1,2,1, , , , , , , , , ,1, , , , , , , , , ,2,1,1, , , , , , , ,2,3,2,4,4,4,3,3,3,2,3,3,3,4,4,4,1,2,1,2,1,1,1,2, , , , , , ,1, , , , , , ,3,4,4,2,4,4,3,4,4,4,3,4,1,2,2,3,3,4,4,4,3,3,3,98,2,3,2,3,3,3,1,2,1,1,98,2,3,2,2,2,2,2,2,2,2,98,2,2,2,3,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,1, ,1,0,8,1,2,2,2,2,2,16,24,22,32,31,27,152,3,9/14/2024,10:56:00,11:18:00,1.11574862342172,91442.9878048781
605,19.69403076,-98.97727203,82,15,4212,5,5,1,2,1,34,2,2,2,1,2,3,3,2,4,2,3,3,3,3,3,4,3,2,3,2,2,3,1,2,2,98,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,98,2,1,2,2,2,1,1,98,2,1,2,1,2,2,2,2,98,2,2,2,98,2,2,98,2,2,2,98,98,2,2,2,98,2,2,98,2,2,2,2,98,98,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,1,0,0,0,3,4,2,3,3,1,2, , , , , , , , , , , , , , , , ,1,2, ,2,2,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,4,2,3,2,2,3,3,3,1,3,1,1, , , , , , , , , ,1, , , , , , , , , ,1,1,2,1, , , , , , ,98,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,1,1,2,2,1,1, , , , , , , ,2, , , , , , ,3,2,3,3,3,1,2,3,3,2,3,2,1,3,2,1,2,3,2,3,3,3,3,1,4,2,2,2,3,3,3,3,2,2,1,2,1,2,3,2,2,3,3,4,2,1,3,3,2,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3,1, ,3,1,8,3,2,2,2,2,2,16,24,22,32,31,23,148,3,9/14/2024,11:23:00,11:45:00,.940652120990915,77092.67
606,19.69417572,-98.9777832,82,15,4212,5,5,1,2,1,53,3,2,2,1,3,1,1,2,3,4,4,3,2,3,2,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,98,2,2,98,2,2,2,2,2,2,1,2,2,2,98,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,98,2,2,1,2,98,2,2,2,2,1,2,2,98,2,2,98,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,0,2,3,2,3,3,3,1, , , , , , , , , , , , , , , , ,3, , ,4,3,3,3,3,2,3,2,2,3,3,2,2,2,3,3,3,2,3,3,3,4,3,2,3,4,3,3,3,2, , , , , , , , , , , ,1,2,1, , , , , , , , ,1,2, , , , , , , , ,2,2,3,2,3,3,2,3,3,3,4,3,2,4,2,3,1,98,1,2,2,2, , , , , , , , , , , , , , , ,2,3,4,4,3,2,2,2,2,2,3,3,1,2,2,3,3,3,3,4,4,2,3,1,3,4,3,4,3,4,3,2,4,4,1,3,4,4,3,3,3,2,3,4,2,1,2,4,3,3,4,2,2,4,2,2,2,2,3,2,1,2,3,3,4,1, ,2,4,9,5,2,2,2,2,2,16,24,22,0,31,12,105,5,9/14/2024,9:21:00,9:45:00,.660343411562639,54119.5151515152
607,19.69425201,-98.9776535,82,15,4212,5,5,1,2,2,30,2,2,2,1,2,3,4,3,3,2,3,4,3,3,3,3,3,3,3,3,3,1,2,1,99,98,98,2,2,2,2,2,98,1,2,1,2,1,98,1,1,2,2,2,2,98,1,2,2,98,98,2,2,1,2,2,1,1,2,98,2,2,2,98,2,2,2,1,2,2,2,98,2,99,2,2,98,98,2,2,1,98,98,2,2,98,2,2,2,98,98,98,2,2,98,2,98,2,2,2,2,0,0,0,0,0,0,0,0,1,3,3,3,3,1,2, , , , , , , , , , , , , , , , ,1,2, ,2,2,3,3,4,3,4,2,3,4,3,3,3,3,3,2,3,3,3,2,1,3,3,3,3,3,4,2,4,2, , , , , , , , , , , ,4,1, , , , , , , , , ,3,2, , , , , , , , ,1,3,2,3,2,3,3,4,3,3,3,2,4,3,2,2,1,2,1,2,2,1,2, , , , , , , ,1, , , , , , ,4,2,3,3,3,3,3,3,3,4,3,3,1,3,3,3,4,4,3,4,4,3,3,98,1,98,1,1,1,1,1,98,1,1,1,3,2,3,4,3,3,3,3,3,3,98,2,1,2,3,1,1,1,1,2,98,2,3,2,3,2,3,2,3,4,1, ,2,2,7,4,2,2,2,2,2,24,47,22,32,31,59,215,1,9/14/2024,9:53:00,10:20:00,.861777523439148,70628.3744493392
608,19.694067,-98.9775238,82,15,4212,5,5,1,2,2,46,3,2,2,1,3,2,3,3,4,2,2,4,4,3,3,3,3,4,4,3,3,2,1,2,2,98,2,2,2,2,2,2,2,2,1,2,2,98,2,2,1,98,2,2,2,98,1,2,2,2,2,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,98,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,98,2,98,2,0,0,2,0,0,0,0,0,4,2,4,3,3,1,2, , , , , , , , , , , , , , , , ,1, , ,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2, , , , , , , , , , , ,3,1, , , , , , , , , ,5,2, , , , , , , , ,98,3,4,4,3,3,3,2,4,3,4,4,4,2,4,3,1,2,1,1,2,2, , , , , , , , , , , , , , , ,4,2,4,2,2,3,3,2,4,3,3,4,1,3,2,3,2,2,2,2,4,4,3,1,3,2,2,3,3,2,3,4,3,3,1,2,2,4,3,4,3,4,3,4,3,1,3,2,3,4,3,4,4,3,4,4,2,2,3,4,3,3,3,4,2,1, ,2,2,4,4,2,98,2,2,2,16,47,22,32,31,23,171,2,9/14/2024,10:26:00,10:46:00,.780064184364093,63931.4252336449
609,19.69381714,-98.97764587,82,15,4212,5,5,1,2,1,37,2,2,2,1,1,3,4,3,2,3,4,3,3,2,3,2,2,3,3,3,3,4,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,98,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,98,2,2,2,2,2,2,2,98,98,2,2,2,2,2,2,2,2,98,2,2,2,2,98,2,2,2,2,2,2,2,2,98,98,2,2,2,0,0,0,0,0,0,0,0,2,2,3,4,3,1,3, , , , , , , , , , , , , , , , ,1,2, ,3,3,3,3,4,2,3,3,3,4,3,3,4,3,3,4,4,3,2,3,3,3,3,3,1,3,4,4,3,2, , , , , , , , , , , ,3,1, , , , , , , , , ,3,1,2,1, , , , , , ,2,3,4,4,4,3,3,2,4,3,4,3,3,4,3,3,1,1,1,2,2,2, , , , , , , , , , , , , , , ,3,3,3,4,3,4,3,3,3,4,3,3,1,4,4,3,3,4,3,4,3,3,3,1,3,3,3,3,3,3,4,4,4,3,1,3,4,3,3,3,2,3,4,4,3,1,3,2,4,3,4,3,3,3,4,3,2,3,3,3,3,4,4,3,3,2,1,2,2,7,3,2,2,2,2,2,24,24,22,32,46,27,175,2,9/14/2024,10:53:00,11:19:00,.940652120990915,77092.67
610,19.69360352,-98.97756195,82,15,4212,5,5,1,2,2,38,2,2,2,1,3,4,3,3,4,3,3,4,4,4,3,4,3,3,4,4,3,4,1,2,2,2,2,98,2,98,2,98,98,98,2,2,2,98,98,98,2,98,2,98,2,2,2,98,2,2,2,98,2,2,2,98,2,98,2,2,2,2,2,2,2,2,2,2,2,98,2,2,2,99,98,2,98,2,98,2,98,2,98,98,2,2,2,2,2,2,2,2,2,2,2,98,2,2,2,98,2,0,0,0,0,0,0,0,0,3,2,3,2,2,1, , , , , , , , , , , , , , , , , ,3, , ,3,2,3,4,3,3,4,3,4,3,3,3,3,3,4,2,2,4,2,3,4,3,2,3,3,4,3,4,3,2, , , , , , , , , , , ,3,1, , , , , , , , , ,3,1,3, , , , , , , ,2,3,3,4,3,4,3,3,4,3,4,2,4,3,4,3,2,1,1,1,1,1,1, , , , , , , ,2, , , , , , ,4,3,4,4,3,3,3,3,2,4,3,3,98,3,3,3,4,3,3,3,4,3,3,98,4,2,3,2,4,3,3,4,4,3,98,2,2,3,3,4,3,4,2,3,4,98,3,2,4,3,4,2,3,2,3,2,3,2,3,2,4,4,4,2,3,1, ,3,3,6,4,2,98,2,2,2,16,47,22,32,31,23,171,2,9/14/2024,11:25:00,11:56:00,.861777523439148,70628.3744493392
611,19.52826118,-98.88140869,100,15,4611,5,5,1,2,2,40,3,2,2,1,4,3,2,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,1,1,1,98,1,2,1,2,2,2,1,98,1,1,98,2,1,2,1,2,1,2,1,2,1,2,98,2,1,2,1,2,98,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,98,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,3,2,2,1,4,3,1,2,1,3,2,3,3,4,1,2, , , , , , , , , , , , , , , , ,1, , ,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,1,4,2,1, , , , , , , , , ,1, , , , , , , , , ,3,1,1, , , , , , , ,2,3,3,3,3,3,3,3,3,3,3,3,3,98,3,3,1,1,1,1,1,1,4, , , , , , , ,1, , , , , , ,4,3,3,4,3,2,3,1,4,3,4,3,1,3,3,4,3,2,3,2,3,2,3,1,3,4,4,4,1,4,3,4,3,4,1,3,3,3,3,1,4,3,3,4,4,1,3,3,4,3,1,3,4,3,2,3,4,4,3,3,2,4,4,3,98,1, ,2,3,7,4,2,2,2,2,2,16,47,43,32,46,18,202,1,9/15/2024,12:30:00,12:50:00,.780064184364093,63931.4252336449
612,19.52848053,-98.88158417,100,15,4611,5,5,1,2,1,38,2,2,2,1,3,2,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,2,1,1,1,99,1,99,1,2,1,98,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,3,2,2,2,3,1,3,3,3,3,3,1, , , , , , , , , , , , , , , , , ,1, , ,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,2,4,3,2,3,3,3,3,2,3,3,3,1,3,2,1, , , , , , , , , ,1, , , , , , , , , ,1,1,1, , , , , , , ,2,3,3,4,3,4,3,3,3,3,3,3,3,98,3,3,1,1,1,1,1,1,4, , , , , , , ,1, , , , , , ,3,3,2,3,3,3,3,3,3,3,4,4,1,3,2,3,3,1,3,3,3,3,3,1,3,3,3,3,2,3,3,2,3,3,1,3,3,2,3,1,3,3,3,4,3,1,3,2,3,4,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,1, ,3,2,5,3,2,2,2,2,2,16,47,22,32,31,18,166,3,9/15/2024,12:55:00,13:15:00,.940652120990915,77092.67
613,19.52880669,-98.88173676,100,15,4611,5,5,1,2,2,68,4,2,1,1,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,0,2,2,0,3,3,3,3,3,1, , , , , , , , , , , , , , , , , ,1, , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,1,2,2,1, , , , , , , , , ,1, , , , , , , , , ,2,1,1, , , , , , , ,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,4, , , , , , , ,1, , , , , , ,4,3,3,3,3,4,3,3,3,3,4,3,1,3,3,4,3,1,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,4,98,3,2,3,3,2,99,3,2,3,2,1,3,3,3,3,2,3,2,3,2,3,3,2,3,3,1, ,2,4,5,4,2,2,2,2,2,16,47,22,32,31,18,166,3,9/15/2024,13:20:00,13:40:00,1.82652629753365,149695.924731183
614,19.52873039,-98.88140869,100,15,4611,5,5,1,2,1,65,4,2,1,1,4,4,4,4,4,2,3,3,3,3,2,4,3,3,3,4,2,4,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,5,5,2,2,0,0,0,0,0,4,3,4,4,4,2,1, , , , , , , , , , , , , , , , ,1,2,10,4,3,3,4,3,4,3,3,4,3,2,4,4,3,3,4,4,3,4,4,3,3,3,3,3,4,3,4,2,1,2,1,2,1, , , , , , , , ,1, , , , , , , , , ,1,2, , , , , , , , ,98,4,4,4,3,4,3,3,4,3,4,3,3,3,4,4,1,1,1,1,2,1,1,3,4, , , , , ,1,2, , , , , ,4,4,3,4,4,4,3,4,4,4,4,4,1,4,3,4,4,1,4,4,3,4,3,1,4,3,4,4,1,3,4,4,4,3,1,3,3,4,3,4,3,3,4,4,3,1,4,4,3,3,98,4,4,3,4,3,4,3,3,4,2,4,3,4,4,1, ,5,4,3,5,2,99,1,2,2,24,24,22,32,31,11,144,3,9/15/2024,13:45:00,14:06:00,1.69922572658508,139262.8
615,19.52884293,-98.88141632,100,15,4611,5,5,1,2,2,27,2,1,2,1,4,3,4,3,4,2,3,2,2,2,2,3,3,3,3,3,1,3,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,3,4,2,2,3,3,3,3,4,4,4,4,2,2,1,10,12,13,11, , , , , , , , , , , , ,2,1,10,3,4,4,3,4,4,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,3,3,3,4,4,1,3,3,2, , , , , , , , , ,1, , , , , , , , , ,4,1,1,5,7, , , , , ,2,3,3,4,4,4,4,3,3,4,3,4,4,4,3,4,1,2,1,1,2,1,4, , , , , , , ,5,1,6,8, , , ,4,3,4,3,4,4,4,4,4,3,3,3,1,4,4,4,3,2,4,4,3,4,3,1,3,4,4,3,1,3,3,3,3,4,1,4,3,4,3,1,4,4,3,3,4,1,4,4,3,3,1,3,4,3,4,4,3,4,4,3,4,3,4,4,4,1, ,2,3,8,3,2,2,2,2,2,16,24,22,32,15,18,127,4,9/15/2024,14:10:00,14:31:00,.861777523439148,70628.3744493392
616,19.52894974,-98.88140869,100,15,4611,5,5,1,2,1,29,2,1,2,1,3,4,2,4,4,2,3,4,3,3,4,3,2,3,4,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,4,3,2,3,3,2,2,3,3,4,4,3,4,4,1,9,10,11,12, , , , , , , , , , , , , ,1,10,11,4,4,3,4,3,4,3,3,3,3,2,3,3,3,2,4,4,2,4,4,3,4,4,4,4,3,3,3,4,1,3,3,2, , , , , , , , , ,1, , , , , , , , , ,1,1,2,5,6,7,8,1, , ,2,3,4,4,3,4,3,3,3,3,3,3,2,3,4,3,1,2,1,2,1,1,2,4, , , , , , ,1,6,5, , , , ,4,4,4,3,3,4,4,3,3,4,3,2,1,4,3,4,3,1,3,3,3,4,3,1,3,4,4,3,1,4,3,4,4,3,1,4,2,3,3,1,4,4,3,3,3,1,4,3,4,3,2,4,4,3,3,3,3,3,4,3,3,4,3,4,4,1, ,6,1,8,2,2,2,2,2,2,16,47,22,32,31,27,175,2,9/15/2024,12:31:00,12:58:00,.940652120990915,77092.67
617,19.52897644,-98.88159943,100,15,4611,5,5,1,2,2,55,4,2,2,1,3,4,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,98,1,1,1,2,4,5,6,6,6,6,5,5,2,3,3,4,3,4,2,1, , , , , , , , , , , , , , , , ,1,10,12,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,3,4,2,3,3,3,4,4,3,2,3,4,1,3,2,1, , , , , , , , , ,1, , , , , , , , , ,1,2, , , , , , , , ,1,3,4,4,3,4,4,3,3,4,3,3,3,4,3,3,1,2,1,1,1,1,1,4, , , , , , ,2,1,5,6,7, , ,4,2,4,4,3,4,4,4,3,3,3,3,1,3,4,3,4,2,3,4,4,3,4,1,4,4,4,3,1,3,4,3,4,3,1,4,4,4,3,2,3,4,3,3,4,1,4,4,4,3,1,3,3,4,4,4,3,3,4,3,3,3,3,4,3,1, ,2,2,8,2,2,2,2,2,2,16,24,22,32,15,27,136,4,9/15/2024,13:00:00,13:20:00,1.82652629753365,149695.924731183
